,2017,Rank_2018,city_county,state,type,Rank_In_State_2018,zips
0,40862.0,256.0,Abilene,TX,city,,"79601,79602,79603,79605,79606"
1,47343.0,129.0,Akron,OH,city,,"44301,44302,44303,44304,44305"
2,36522.0,358.0,Albany,GA,city,,"31701,31705,31707,31721"
3,40865.0,261.0,Albany-Lebanon,OR,city,,"97321,97322"
4,56264.0,43.0,Albany-Schenectady-Troy,NY,city,,"12202,12203,12204,12205,12206"
5,40715.0,267.0,Albuquerque,NM,city,,"87101,87102,87104,87105,87106"
6,42200.0,235.0,Alexandria,LA,city,,"71301,71302,71303"
7,51236.0,76.0,Allentown-Bethlehem-Easton,PA-NJ,city,,
8,44160.0,171.0,Altoona,PA,city,,"16601,16602"
9,44111.0,189.0,Amarillo,TX,city,,"79101,79102,79103,79104,79106"
10,41321.0,246.0,Ames,IA,city,,"50010,50014"
11,58093.0,31.0,Anchorage,AK,city,,"99501,99502,99503,99504,99507"
12,56729.0,38.0,Ann Arbor,MI,city,,"48103,48104,48105,48108,48109"
13,35721.0,361.0,Anniston-Oxford,AL,city,,"36201,36205,36206,36207"
14,49292.0,106.0,Appleton,WI,city,,"54911,54913,54914,54915"
15,43265.0,206.0,Asheville,NC,city,,"28801,28803,28804,28805,28806"
16,38884.0,302.0,Athens-Clarke County,GA,city,,"30601,30605,30606,30607"
17,50269.0,89.0,Atlanta-Sandy Springs-Alpharetta,GA,city,,"30004,30005,30009,30022"
18,46549.0,142.0,Atlantic City-Hammonton,NJ,city,,08401
19,36437.0,352.0,Auburn-Opelika,AL,city,,"36830,36832"
20,40502.0,274.0,Augusta-Richmond County,GA-SC,city,,
21,55530.0,40.0,Austin-Round Rock-Georgetown,TX,city,,"78701,78702,78703,78704,78705"
22,38467.0,326.0,Bakersfield,CA,city,,"93301,93304,93305,93306,93307"
23,59570.0,26.0,Baltimore-Columbia-Towson,MD,city,,"21201,21202,21205,21206,21209"
24,39976.0,274.0,Bangor,ME,city,,04401
25,70777.0,10.0,Barnstable Town,MA,city,,02630
26,45865.0,152.0,Baton Rouge,LA,city,,"70801,70802,70805,70806,70807"
27,38608.0,314.0,Battle Creek,MI,city,,"49014,49015,49017,49037"
28,40192.0,283.0,Bay City,MI,city,,"48706,48708"
29,42728.0,219.0,Beaumont-Port Arthur,TX,city,,76820
30,36477.0,340.0,Beckley,WV,city,,"25801,25926"
31,46719.0,140.0,Bellingham,WA,city,,"98225,98226,98229"
32,53033.0,68.0,Bend,OR,city,,"97701,97702,97703,97707"
33,49558.0,95.0,Billings,MT,city,,"59101,59102,59105,59106"
34,43201.0,217.0,Binghamton,NY,city,,"13901,13903,13904,13905"
35,48618.0,107.0,Birmingham-Hoover,AL,city,,"35203,35204,35205,35206,35207"
36,54507.0,56.0,Bismarck,ND,city,,"58501,58503,58504,58505"
37,36723.0,344.0,Blacksburg-Christiansburg,VA,city,,24060
38,47247.0,131.0,Bloomington,IL,city,,"61701,61704,61705"
39,40079.0,278.0,Bloomington,IN,city,,"47401,47403,47404,47405,47406"
40,43692.0,203.0,Bloomsburg-Berwick,PA,city,,18603
41,44062.0,196.0,Boise City,ID,city,,"83702,83703,83704,83705,83706"
42,74779.0,6.0,Boston-Cambridge-Newton,MA-NH,city,,
43,69298.0,12.0,Boulder,CO,city,,"80301,80302,80303,80304,80305"
44,35863.0,367.0,Bowling Green,KY,city,,"42101,42103,42104"
45,52833.0,60.0,Bremerton-Silverdale-Port Orchard,WA,city,,"98310,98311,98312,98337"
46,112769.0,2.0,Bridgeport-Stamford-Norwalk,CT,city,,"06604,06605,06606,06607,06608"
47,27427.0,383.0,Brownsville-Harlingen,TX,city,,"78520,78521,78526"
48,39058.0,292.0,Brunswick,GA,city,,"31520,31523,31525"
49,48879.0,115.0,Buffalo-Cheektowaga,NY,city,,"14201,14202,14203,14204,14206"
50,38141.0,331.0,Burlington,NC,city,,"27215,27217"
51,55445.0,48.0,Burlington-South Burlington,VT,city,,"05401,05408"
52,54446.0,53.0,California-Lexington Park,MD,city,,20619
53,42937.0,218.0,Canton-Massillon,OH,city,,"44702,44703,44704,44705,44706"
54,48872.0,103.0,Cape Coral-Fort Myers,FL,city,,"33904,33909,33914,33990,33991"
55,41882.0,238.0,Cape Girardeau,MO-IL,city,,
56,38782.0,301.0,Carbondale-Marion,IL,city,,"62901,62902,62903"
57,48065.0,109.0,Carson City,NV,city,,"89701,89703,89705,89706"
58,62751.0,14.0,Casper,WY,city,,"82601,82604,82609"
59,49721.0,93.0,Cedar Rapids,IA,city,,"52401,52402,52403,52404,52405"
60,44239.0,180.0,Chambersburg-Waynesboro,PA,city,,"17201,17202"
61,43644.0,195.0,Champaign-Urbana,IL,city,,"61820,61821,61822"
62,41322.0,232.0,Charleston,WV,city,,"25301,25302,25303,25304,25305"
63,48769.0,108.0,Charleston-North Charleston,SC,city,,"29401,29403,29406,29407,29412"
64,50043.0,92.0,Charlotte-Concord-Gastonia,NC-SC,city,,
65,63300.0,17.0,Charlottesville,VA,city,,"22901,22902,22903,22904,22911"
66,44198.0,200.0,Chattanooga,TN-GA,city,,
67,49746.0,94.0,Cheyenne,WY,city,,"82001,82007,82009"
68,58014.0,30.0,Chicago-Naperville-Elgin,IL-IN-WI,city,,
69,42653.0,222.0,Chico,CA,city,,"95926,95928,95973"
70,51729.0,75.0,Cincinnati,OH-KY-IN,city,,
71,39426.0,319.0,Clarksville,TN-KY,city,,
72,37063.0,348.0,Cleveland,TN,city,,"37311,37312,37323"
73,51409.0,81.0,Cleveland-Elyria,OH,city,,"44102,44103,44104,44105,44106"
74,43129.0,212.0,Coeur d'Alene,ID,city,,"83814,83815"
75,37569.0,327.0,College Station-Bryan,TX,city,,"77840,77845"
76,46708.0,144.0,Colorado Springs,CO,city,,"80902,80903,80904,80905,80906"
77,44916.0,176.0,Columbia,MO,city,,"65201,65202,65203,65299"
78,43750.0,214.0,Columbia,SC,city,,"29201,29203,29204,29205,29206"
79,39407.0,294.0,Columbus,GA-AL,city,,
80,47987.0,121.0,Columbus,IN,city,,"47201,47203"
81,49338.0,105.0,Columbus,OH,city,,"43085,43201,43202,43203,43204"
82,42389.0,225.0,Corpus Christi,TX,city,,"78401,78402,78404,78405,78406"
83,44519.0,165.0,Corvallis,OR,city,,"97330,97331,97333"
84,49800.0,101.0,Crestview-Fort Walton Beach-Destin,FL,city,,"32536,32539"
85,38342.0,316.0,Cumberland,MD-WV,city,,
86,53391.0,63.0,Dallas-Fort Worth-Arlington,TX,city,,"76001,76002,76006,76010,76011"
87,34984.0,370.0,Dalton,GA,city,,"30720,30721"
88,37461.0,330.0,Danville,IL,city,,"61832,61834"
89,43989.0,202.0,Daphne-Fairhope-Foley,AL,city,,36526
90,47295.0,133.0,Davenport-Moline-Rock Island,IA-IL,city,,
91,45751.0,154.0,Dayton-Kettering,OH,city,,"45400,45402,45403,45404,45405"
92,37050.0,339.0,Decatur,AL,city,,"35601,35603"
93,45425.0,147.0,Decatur,IL,city,,"62521,62522,62523,62526"
94,41165.0,258.0,Deltona-Daytona Beach-Ormond Beach,FL,city,,"32114,32117,32118,32119,32124"
95,60604.0,22.0,Denver-Aurora-Lakewood,CO,city,,"80010,80011,80012,80013,80014"
96,51782.0,77.0,Des Moines-West Des Moines,IA,city,,"50307,50308,50309,50310,50311"
97,50759.0,83.0,Detroit-Warren-Dearborn,MI,city,,"48120,48124,48126,48128"
98,39194.0,297.0,Dothan,AL,city,,"36301,36303,36305"
99,40438.0,276.0,Dover,DE,city,,"19901,19904,19906"
100,46242.0,134.0,Dubuque,IA,city,,"52001,52002,52003"
101,43835.0,181.0,Duluth,MN-WI,city,,
102,51158.0,78.0,Durham-Chapel Hill,NC,city,,"27514,27516,27517"
103,40393.0,263.0,East Stroudsburg,PA,city,,"18301,18302"
104,45188.0,157.0,Eau Claire,WI,city,,"54701,54703"
105,36537.0,363.0,El Centro,CA,city,,92243
106,40922.0,273.0,Elizabethtown-Fort Knox,KY,city,,42701
107,45451.0,170.0,Elkhart-Goshen,IN,city,,"46514,46516,46517"
108,42745.0,221.0,Elmira,NY,city,,"14901,14903,14904,14905,14925"
109,34228.0,372.0,El Paso,TX,city,,"79901,79902,79903,79904,79905"
110,42493.0,220.0,Enid,OK,city,,"73701,73703,73705"
111,42308.0,215.0,Erie,PA,city,,"16501,16502,16503,16504,16505"
112,43960.0,198.0,Eugene-Springfield,OR,city,,"97401,97402,97403,97404,97405"
113,45436.0,159.0,Evansville,IN-KY,city,,
114,53974.0,55.0,Fairbanks,AK,city,,"99701,99709,99712,99775,99790"
115,50639.0,87.0,Fargo,ND-MN,city,,
116,33613.0,376.0,Farmington,NM,city,,"87401,87402"
117,35245.0,365.0,Fayetteville,NC,city,,"28301,28303,28304,28305,28306"
118,62633.0,18.0,Fayetteville-Springdale-Rogers,AR,city,,"72701,72703,72704"
119,46662.0,149.0,Flagstaff,AZ,city,,"86001,86004,86005"
120,39380.0,293.0,Flint,MI,city,,"48502,48503,48504,48505,48506"
121,38644.0,307.0,Florence,SC,city,,"29501,29505,29506"
122,36129.0,356.0,Florence-Muscle Shoals,AL,city,,"35630,35633,35634"
123,46203.0,150.0,Fond du Lac,WI,city,,"54935,54937"
124,51497.0,73.0,Fort Collins,CO,city,,"80521,80524,80525,80526,80528"
125,36452.0,355.0,Fort Smith,AR-OK,city,,
126,44050.0,187.0,Fort Wayne,IN,city,,"46802,46803,46804,46805,46806"
127,41137.0,257.0,Fresno,CA,city,,"93650,93701,93702,93703,93704"
128,35542.0,364.0,Gadsden,AL,city,,"35901,35903,35904,35905,35907"
129,40958.0,265.0,Gainesville,FL,city,,"32601,32603,32605,32606,32607"
130,41856.0,243.0,Gainesville,GA,city,,"30501,30504,30506,30507"
131,47020.0,132.0,Gettysburg,PA,city,,17325
132,45033.0,178.0,Glens Falls,NY,city,,12801
133,37309.0,347.0,Goldsboro,NC,city,,"27530,27531,27534"
134,48339.0,110.0,Grand Forks,ND-MN,city,,
135,42186.0,240.0,Grand Island,NE,city,,"68801,68803"
136,42239.0,213.0,Grand Junction,CO,city,,"81501,81503,81504,81505,81506"
137,47989.0,113.0,Grand Rapids-Kentwood,MI,city,,"49503,49504,49505,49506,49507"
138,39166.0,296.0,Grants Pass,OR,city,,"97526,97527"
139,45291.0,155.0,Great Falls,MT,city,,"59401,59404,59405"
140,44173.0,184.0,Greeley,CO,city,,"80631,80634"
141,49262.0,102.0,Green Bay,WI,city,,"54301,54302,54303,54304,54311"
142,41701.0,254.0,Greensboro-High Point,NC,city,,"27395,27401,27403,27405,27406"
143,39873.0,291.0,Greenville,NC,city,,"27834,27858"
144,42650.0,228.0,Greenville-Anderson,SC,city,,"29621,29624,29625,29626"
145,35672.0,366.0,Gulfport-Biloxi,MS,city,,"39530,39531,39532"
146,42144.0,237.0,Hagerstown-Martinsburg,MD-WV,city,,
147,37474.0,336.0,Hammond,LA,city,,"70401,70403"
148,34323.0,377.0,Hanford-Corcoran,CA,city,,93212
149,49987.0,91.0,Harrisburg-Carlisle,PA,city,,"17013,17015"
150,38469.0,325.0,Harrisonburg,VA,city,,"22801,22802,22803"
151,61464.0,21.0,Hartford-East Hartford-Middletown,CT,city,,"06108,06118"
152,37066.0,343.0,Hattiesburg,MS,city,,"39401,39402"
153,38119.0,322.0,Hickory-Lenoir-Morganton,NC,city,,"28601,28602"
154,50351.0,85.0,Hilton Head Island-Bluffton,SC,city,,29910
155,32322.0,379.0,Hinesville,GA,city,,31313
156,36614.0,354.0,Homosassa Springs,FL,city,,
157,38629.0,318.0,Hot Springs,AR,city,,"71901,71913,71951"
158,41605.0,230.0,Houma-Thibodaux,LA,city,,"70360,70363,70364"
159,53479.0,62.0,Houston-The Woodlands-Sugar Land,TX,city,,"77002,77003,77004,77005,77006"
160,37901.0,312.0,Huntington-Ashland,WV-KY-OH,city,,
161,47442.0,127.0,Huntsville,AL,city,,"35801,35802,35803,35805,35806"
162,43646.0,205.0,Idaho Falls,ID,city,,"83401,83402,83404,83406"
163,52221.0,74.0,Indianapolis-Carmel-Anderson,IN,city,,"46011,46012,46013,46016,46017"
164,50819.0,82.0,Iowa City,IA,city,,"52240,52242,52245,52246"
165,43466.0,209.0,Ithaca,NY,city,,"14850,14853"
166,38031.0,323.0,Jackson,MI,city,,"49201,49202,49203"
167,42035.0,242.0,Jackson,MS,city,,"39201,39202,39203,39204,39206"
168,38565.0,315.0,Jackson,TN,city,,"38301,38305"
169,47830.0,123.0,Jacksonville,FL,city,,"32099,32202,32204,32205,32206"
170,44836.0,186.0,Jacksonville,NC,city,,"28540,28546"
171,42189.0,229.0,Janesville-Beloit,WI,city,,53511
172,42259.0,241.0,Jefferson City,MO,city,,"65101,65109"
173,38673.0,309.0,Johnson City,TN,city,,"37601,37604,37615"
174,40721.0,248.0,Johnstown,PA,city,,"15901,15902,15904,15905,15906"
175,35330.0,368.0,Jonesboro,AR,city,,"72401,72404"
176,38856.0,324.0,Joplin,MO,city,,"64801,64804"
177,47322.0,135.0,Kahului-Wailuku-Lahaina,HI,city,,96732
178,46675.0,141.0,Kalamazoo-Portage,MI,city,,"49001,49004,49006,49007,49008"
179,39602.0,290.0,Kankakee,IL,city,,60901
180,51717.0,80.0,Kansas City,MO-KS,city,,
181,43064.0,227.0,Kennewick-Richland,WA,city,,"99336,99337,99338"
182,40717.0,284.0,Killeen-Temple,TX,city,,"76541,76542,76543,76549"
183,38369.0,317.0,Kingsport-Bristol,TN-VA,city,,
184,48508.0,114.0,Kingston,NY,city,,12401
185,43770.0,201.0,Knoxville,TN,city,,"37902,37909,37912,37914,37915"
186,39916.0,280.0,Kokomo,IN,city,,"46901,46902"
187,48094.0,116.0,La Crosse-Onalaska,WI-MN,city,,
188,41832.0,226.0,Lafayette,LA,city,,"70500,70501,70503,70506,70507"
189,37534.0,320.0,Lafayette-West Lafayette,IN,city,,"47901,47904,47905,47909"
190,46206.0,136.0,Lake Charles,LA,city,,"70601,70605,70607,70611,70615"
191,31742.0,381.0,Lake Havasu City-Kingman,AZ,city,,"86401,86409"
192,34591.0,375.0,Lakeland-Winter Haven,FL,city,,"33801,33803,33805,33809,33810"
193,49961.0,88.0,Lancaster,PA,city,,"17601,17602,17603,17611"
194,39981.0,281.0,Lansing-East Lansing,MI,city,,"48823,48824,48825"
195,30153.0,382.0,Laredo,TX,city,,"78040,78041,78043,78045,78046"
196,35144.0,369.0,Las Cruces,NM,city,,"88001,88005,88007,88011,88012"
197,45087.0,164.0,Las Vegas-Henderson-Paradise,NV,city,,"89002,89011,89012,89014,89015"
198,41899.0,244.0,Lawrence,KS,city,,"66044,66046,66047,66049"
199,39614.0,288.0,Lawton,OK,city,,"73501,73505,73507"
200,46194.0,145.0,Lebanon,PA,city,,"17042,17046"
201,43771.0,208.0,Lewiston,ID-WA,city,,
202,39600.0,287.0,Lewiston-Auburn,ME,city,,04210
203,46387.0,153.0,Lexington-Fayette,KY,city,,"40502,40503,40504,40505,40507"
204,40712.0,262.0,Lima,OH,city,,"45801,45804,45805,45806,45807"
205,47575.0,122.0,Lincoln,NE,city,,"68502,68503,68504,68505,68506"
206,43901.0,204.0,Little Rock-North Little Rock-Conway,AR,city,,"72032,72034"
207,37269.0,342.0,Logan,UT-ID,city,,57722
208,39526.0,285.0,Longview,TX,city,,"75601,75602,75603,75604,75605"
209,43046.0,211.0,Longview,WA,city,,98632
210,60649.0,23.0,Los Angeles-Long Beach-Anaheim,CA,city,,"92801,92802,92804,92805,92806"
211,48163.0,118.0,Louisville/Jefferson County,KY-IN,city,,
212,40416.0,272.0,Lubbock,TX,city,,"79401,79402,79403,79404,79405"
213,38720.0,308.0,Lynchburg,VA,city,,"24501,24502,24503,24504"
214,39399.0,295.0,Macon-Bibb County,GA,city,,"31201,31204,31206,31210,31211"
215,38062.0,321.0,Madera,CA,city,,"93636,93637,93638"
216,56695.0,37.0,Madison,WI,city,,"53703,53704,53705,53706,53711"
217,58305.0,29.0,Manchester-Nashua,NH,city,,03036
218,44212.0,194.0,Manhattan,KS,city,,"66502,66503,66506"
219,44871.0,187.0,Mankato,MN,city,,"56001,56003"
220,37865.0,334.0,Mansfield,OH,city,,"44902,44903,44904,44905,44906"
221,25451.0,384.0,McAllen-Edinburg-Mission,TX,city,,"75002,75013"
222,44533.0,173.0,Medford,OR,city,,"97501,97504"
223,44655.0,172.0,Memphis,TN-MS-AR,city,,
224,38037.0,346.0,Merced,CA,city,,"95340,95341,95343,95348"
225,54409.0,50.0,Miami-Fort Lauderdale-Pompano Beach,FL,city,,"33301,33304,33305,33306,33308"
226,40561.0,268.0,Michigan City-La Porte,IN,city,,46350
227,58229.0,33.0,Midland,MI,city,,"48640,48642"
228,108595.0,1.0,Midland,TX,city,,"79701,79703,79705,79706,79707"
229,54216.0,51.0,Milwaukee-Waukesha,WI,city,,"53202,53203,53204,53205,53206"
230,60167.0,24.0,Minneapolis-St. Paul-Bloomington,MN-WI,city,,
231,47086.0,128.0,Missoula,MT,city,,"59801,59802,59803,59804,59808"
232,36705.0,350.0,Mobile,AL,city,,"36602,36603,36604,36605,36606"
233,42354.0,231.0,Modesto,CA,city,,"95350,95351,95354,95355,95356"
234,38726.0,304.0,Monroe,LA,city,,"71201,71202,71203"
235,45498.0,156.0,Monroe,MI,city,,"48161,48162"
236,41592.0,259.0,Montgomery,AL,city,,"36104,36105,36106,36107,36108"
237,40728.0,269.0,Morgantown,WV,city,,"26501,26505,26506,26508"
238,34280.0,373.0,Morristown,TN,city,,"37813,37814"
239,50119.0,84.0,Mount Vernon-Anacortes,WA,city,,98221
240,35713.0,360.0,Muncie,IN,city,,"47302,47303,47304,47305"
241,37207.0,335.0,Muskegon,MI,city,,"49440,49441,49442,49444,49445"
242,37565.0,341.0,Myrtle Beach-Conway-North Myrtle Beach,SC-NC,city,,
243,69791.0,9.0,Napa,CA,city,,"94558,94559"
244,87092.0,5.0,Naples-Marco Island,FL,city,,34145
245,55382.0,46.0,Nashville-Davidson--Murfreesboro--Franklin,TN,city,,"37064,37067,37069"
246,41547.0,252.0,New Bern,NC,city,,"28560,28562"
247,53605.0,54.0,New Haven-Milford,CT,city,,"06460,06461"
248,49799.0,90.0,New Orleans-Metairie,LA,city,,"70001,70002,70003,70005,70006"
249,72951.0,7.0,New York-Newark-Jersey City,NY-NJ-PA,city,,
250,45651.0,158.0,Niles,MI,city,,49120
251,53730.0,58.0,North Port-Sarasota-Bradenton,FL,city,,"34201,34202,34203,34205,34207"
252,56545.0,39.0,Norwich-New London,CT,city,,06320
253,35719.0,362.0,Ocala,FL,city,,"34470,34471,34472,34473,34474"
254,57976.0,32.0,Ocean City,NJ,city,,08226
255,42548.0,160.0,Odessa,TX,city,,"79761,79762,79763,79764,79765"
256,41795.0,236.0,Ogden-Clearfield,UT,city,,84015
257,45951.0,143.0,Oklahoma City,OK,city,,"73102,73103,73104,73105,73106"
258,48820.0,99.0,Olympia-Lacey-Tumwater,WA,city,,98503
259,55229.0,45.0,Omaha-Council Bluffs,NE-IA,city,,
260,41748.0,247.0,Orlando-Kissimmee-Sanford,FL,city,,"34741,34743,34744,34746,34747"
261,46131.0,151.0,Oshkosh-Neenah,WI,city,,54956
262,40016.0,289.0,Owensboro,KY,city,,"42301,42303"
263,58761.0,27.0,Oxnard-Thousand Oaks-Ventura,CA,city,,"93030,93033,93035,93036"
264,43371.0,207.0,Palm Bay-Melbourne-Titusville,FL,city,,"32901,32904,32934,32935,32940"
265,41499.0,253.0,Panama City,FL,city,,"32401,32403,32404,32405,32408"
266,39010.0,277.0,Parkersburg-Vienna,WV,city,,"26101,26104"
267,41592.0,251.0,Pensacola-Ferry Pass-Brent,FL,city,,"32501,32502,32503,32504,32505"
268,45851.0,138.0,Peoria,IL,city,,"61602,61603,61604,61605,61606"
269,61094.0,20.0,Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,city,,
270,44208.0,190.0,Phoenix-Mesa-Chandler,AZ,city,,"85224,85225,85226,85248,85249"
271,33224.0,378.0,Pine Bluff,AR,city,,"71601,71603"
272,54471.0,44.0,Pittsburgh,PA,city,,"15201,15202,15203,15204,15205"
273,54135.0,57.0,Pittsfield,MA,city,,01201
274,36884.0,351.0,Pocatello,ID,city,,"83201,83202,83204"
275,54914.0,47.0,Portland-South Portland,ME,city,,"04101,04102,04103,04109"
276,54014.0,52.0,Portland-Vancouver-Hillsboro,OR-WA,city,,
277,51824.0,72.0,Port St. Lucie,FL,city,,"34952,34953,34983,34984,34986"
278,51658.0,79.0,Poughkeepsie-Newburgh-Middletown,NY,city,,"10940,10941"
279,38381.0,310.0,Prescott Valley-Prescott,AZ,city,,"86301,86303,86305,86330"
280,52147.0,71.0,Providence-Warwick,RI-MA,city,,
281,38802.0,298.0,Provo-Orem,UT,city,,"84057,84058,84097"
282,37540.0,328.0,Pueblo,CO,city,,"81001,81003,81004,81005,81006"
283,39868.0,286.0,Punta Gorda,FL,city,,"33950,33955,33980,33982,33983"
284,47419.0,124.0,Racine,WI,city,,"53402,53403,53404,53405,53406"
285,52219.0,69.0,Raleigh-Cary,NC,city,,"27511,27513,27518,27519"
286,47885.0,126.0,Rapid City,SD,city,,"57701,57702,57703"
287,47412.0,120.0,Reading,PA,city,,"19601,19602,19604,19605,19606"
288,44480.0,174.0,Redding,CA,city,,"96001,96002,96003"
289,56120.0,34.0,Reno,NV,city,,"89501,89502,89503,89506,89508"
290,55282.0,49.0,Richmond,VA,city,,"23219,23220,23221,23222,23223"
291,38821.0,303.0,Riverside-San Bernardino-Ontario,CA,city,,"91758,91761,91762,91764"
292,45076.0,167.0,Roanoke,VA,city,,"24011,24012,24013,24014,24015"
293,51971.0,66.0,Rochester,MN,city,,"55901,55902,55904,55906"
294,49625.0,104.0,Rochester,NY,city,,"14603,14604,14605,14606,14607"
295,42121.0,223.0,Rockford,IL,city,,"61101,61102,61103,61104,61107"
296,37764.0,329.0,Rocky Mount,NC,city,,"27801,27803,27804"
297,37003.0,345.0,Rome,GA,city,,"30161,30165"
298,54010.0,59.0,Sacramento-Roseville-Folsom,CA,city,,95630
299,37286.0,338.0,Saginaw,MI,city,,"48601,48602,48603,48604,48607"
300,44679.0,175.0,St. Cloud,MN,city,,"56301,56303,56304"
301,36809.0,337.0,St. George,UT,city,,"84770,84790"
302,37934.0,333.0,St. Joseph,MO-KS,city,,
303,52944.0,64.0,St. Louis,MO-IL,city,,
304,40811.0,264.0,Salem,OR,city,,"97301,97302,97303,97304,97305"
305,53989.0,61.0,Salinas,CA,city,,"93901,93905,93906,93907,93908"
306,46722.0,146.0,Salisbury,MD-DE,city,,
307,49048.0,98.0,Salt Lake City,UT,city,,"84101,84102,84103,84104,84105"
308,43896.0,179.0,San Angelo,TX,city,,"76901,76903,76904,76905"
309,44874.0,166.0,San Antonio-New Braunfels,TX,city,,79313
310,58097.0,28.0,San Diego-Chula Vista-Carlsbad,CA,city,,"92008,92009,92010,92011"
311,92638.0,4.0,San Francisco-Oakland-Berkeley,CA,city,,"94702,94703,94704,94705,94707"
312,98690.0,3.0,San Jose-Sunnyvale-Santa Clara,CA,city,,"95101,95110,95111,95112,95113"
313,55635.0,42.0,San Luis Obispo-Paso Robles,CA,city,,93446
314,64901.0,15.0,Santa Cruz-Watsonville,CA,city,,"95060,95062,95064,95065"
315,55273.0,41.0,Santa Fe,NM,city,,"87501,87505,87506,87507,87508"
316,59633.0,25.0,Santa Maria-Santa Barbara,CA,city,,"93101,93103,93105,93108,93109"
317,60170.0,19.0,Santa Rosa-Petaluma,CA,city,,"94952,94954,94999"
318,44755.0,163.0,Savannah,GA,city,,"31401,31404,31405,31406,31407"
319,43905.0,183.0,Scranton--Wilkes-Barre,PA,city,,"18503,18504,18505,18508,18509"
320,69913.0,11.0,Seattle-Tacoma-Bellevue,WA,city,,"98004,98005,98006,98007,98008"
321,72149.0,8.0,Sebastian-Vero Beach,FL,city,,"32958,32976"
322,32922.0,380.0,Sebring-Avon Park,FL,city,,33825
323,50722.0,86.0,Sheboygan,WI,city,,"53081,53083"
324,40662.0,271.0,Sherman-Denison,TX,city,,"75020,75021"
325,43808.0,177.0,Shreveport-Bossier City,LA,city,,"71111,71112"
326,39165.0,311.0,Sierra Vista-Douglas,AZ,city,,"85607,86555"
327,48058.0,112.0,Sioux City,IA-NE-SD,city,,
328,57299.0,36.0,Sioux Falls,SD,city,,"57103,57104,57105,57106,57107"
329,45624.0,161.0,South Bend-Mishawaka,IN-MI,city,,NotFound
330,41783.0,255.0,Spartanburg,SC,city,,"29301,29302,29303,29306,29307"
331,44006.0,199.0,Spokane-Spokane Valley,WA,city,,"99201,99202,99203,99204,99205"
332,46056.0,139.0,Springfield,IL,city,,"62701,62702,62703,62704,62707"
333,50057.0,96.0,Springfield,MA,city,,"01103,01104,01105,01107,01108"
334,40306.0,282.0,Springfield,MO,city,,"65802,65803,65804,65806,65807"
335,39235.0,300.0,Springfield,OH,city,,"45502,45503,45504,45505,45506"
336,44527.0,182.0,State College,PA,city,,"16801,16803"
337,42622.0,224.0,Staunton,VA,city,,24401
338,42391.0,210.0,Stockton,CA,city,,"95202,95203,95204,95205,95206"
339,35768.0,359.0,Sumter,SC,city,,"29150,29153,29154"
340,48009.0,125.0,Syracuse,NY,city,,"13202,13203,13204,13205,13206"
341,40605.0,266.0,Tallahassee,FL,city,,"32301,32303,32304,32305,32308"
342,45313.0,162.0,Tampa-St. Petersburg-Clearwater,FL,city,,"33755,33756,33759,33760,33761"
343,36789.0,349.0,Terre Haute,IN,city,,"47802,47803,47804,47805,47807"
344,36485.0,357.0,Texarkana,TX-AR,city,,
345,44097.0,191.0,The Villages,FL,city,,"32162,32163"
346,44668.0,169.0,Toledo,OH,city,,"43601,43604,43605,43606,43607"
347,43758.0,193.0,Topeka,KS,city,,"66603,66604,66605,66606,66607"
348,65877.0,16.0,Trenton-Princeton,NJ,city,,"08540,08542"
349,42133.0,234.0,Tucson,AZ,city,,"85701,85704,85705,85706,85708"
350,51134.0,70.0,Tulsa,OK,city,,"74103,74104,74105,74106,74107"
351,36396.0,353.0,Tuscaloosa,AL,city,,"35401,35404,35405,35406"
352,37897.0,332.0,Twin Falls,ID,city,,83301
353,52034.0,67.0,Tyler,TX,city,,"75701,75702,75703,75704,75705"
354,57049.0,35.0,Urban Honolulu,HI,city,,"96813,96814,96815,96816,96817"
355,42790.0,233.0,Utica-Rome,NY,city,,"13440,13441"
356,34613.0,371.0,Valdosta,GA,city,,"31601,31602,31605,31606"
357,48364.0,100.0,Vallejo,CA,city,,"94589,94590,94591,94592"
358,43469.0,197.0,Victoria,TX,city,,"77901,77904,77905"
359,38630.0,313.0,Vineland-Bridgeton,NJ,city,,08302
360,48485.0,111.0,Virginia Beach-Norfolk-Newport News,VA-NC,city,,
361,39018.0,306.0,Visalia,CA,city,,"93277,93291,93292"
362,39182.0,298.0,Waco,TX,city,,"76701,76704,76705,76706,76707"
363,44178.0,185.0,Walla Walla,WA,city,,99362
364,40517.0,279.0,Warner Robins,GA,city,,"31088,31093,31098"
365,69298.0,13.0,Washington-Arlington-Alexandria,DC-VA-MD-WV,city,,
366,43591.0,192.0,Waterloo-Cedar Falls,IA,city,,52543
367,45476.0,168.0,Watertown-Fort Drum,NY,city,,13602
368,47260.0,130.0,Wausau-Weston,WI,city,,"54401,54403"
369,38472.0,305.0,Weirton-Steubenville,WV-OH,city,,
370,48045.0,119.0,Wenatchee,WA,city,,98801
371,45613.0,137.0,Wheeling,WV-OH,city,,
372,48818.0,97.0,Wichita,KS,city,,"67202,67203,67204,67205,67206"
373,41395.0,245.0,Wichita Falls,TX,city,,"76301,76302,76305,76306,76308"
374,41587.0,239.0,Williamsport,PA,city,,"17701,17702"
375,41953.0,250.0,Wilmington,NC,city,,"28401,28403,28405,28409,28411"
